term,snippet,lead_paragraph,abstract,source,print_page,headline__main,headline__print_headline,pub_date,news_desk,section_name,document_type,web_url,type_of_material,word_count,_id 
Oil Price,Two biographies — of Simon Bolívar and Hugo Chávez — explain the men’s outsized influence on the country  and another book offers a path forward.,,,The New York Times,3,3 Books That Can Help Explain the Crisis in Venezuela,Here to Help; 3 Books That Can Help Explain The Crisis In Venezuela,2017-08-09T20:41:02+0000,BookReview,Book Review,article,https://www.nytimes.com/2017/08/09/books/review/newsbook-venezuela.html,News,,598b736995d0e0246f1fef08
Oil Price,The fall auctions begin with a surprising inclusion of a Leonardo — and an exclusion of Norman Rockwell paintings.,,,The New York Times,2,Contemporary Art Sales: Do I Hear $100 Million?,Do I Hear $100 Million?,2017-11-11T19:27:09+0000,Culture,Art & Design,article,https://www.nytimes.com/2017/11/11/arts/design/leonardo-da-vinci-sothebys-christies-phillips-picasso.html,News,,5a074f1895d0e0246f21546e
Oil Price,It is an understandable goal. But first they need democratic institutions  a strong economy and support from Iraq and other countries.,,,The New York Times,20,Kurds’ Risky Dream of Independence,Kurds’ Risky Dream of Independence,2017-08-22T07:21:24+0000,Editorial,,article,https://www.nytimes.com/2017/08/22/opinion/kurds-independence-iraq.html,Editorial,,599bdb7b95d0e0246f200dd6
Oil Price,For steady and reliable income  small investors are increasingly looking to buy parking spaces in cities where parking is limited and pricey.,,,The New York Times,1,Parking Spaces That Could Make You Rich,Investors Cash In On Parking,2017-11-02T14:00:34+0000,RealEstate,,article,https://www.nytimes.com/2017/11/02/realestate/parking-spaces-that-could-make-you-rich.html,News,,59fb251695d0e0246f213952
Oil Price,Are we witnessing reform or a coup d’état?,,,The New York Times,27,Attention: Saudi Prince in a Hurry,Attention: Saudi Prince In a Hurry,2017-11-08T00:08:52+0000,OpEd,,article,https://www.nytimes.com/2017/11/07/opinion/saudi-prince-reform-coup.html,Op-Ed,,5a024b1c95d0e0246f21485f
Oil Price,The price was astounding  even more so because some experts criticized a Christie’s marketing campaign that glossed over the painting’s flaws.,,,The New York Times,1,Leonardo da Vinci Painting Sells for $450.3 Million  Shattering Auction Highs,Art World Gasps as a Leonardo With Flaws Tops $450 Million,2017-11-16T00:58:56+0000,Culture,Art & Design,article,https://www.nytimes.com/2017/11/15/arts/design/leonardo-da-vinci-salvator-mundi-christies-auction.html,News,,5a0ce2d895d0e0246f2160ff
Oil Price,The Emirates’ aim: to promote the capital as a tolerant global city  and its flagship museum  opening this week  as a bridge between civilizations.,,,The New York Times,1,Louvre Abu Dhabi  a Cultural Cornerstone Where East Meets West,Museum Diplomacy  Finally,2017-11-07T07:00:41+0000,Culture,Art & Design,article,https://www.nytimes.com/2017/11/07/arts/design/louvre-abu-dhabi.html,News,,5a015a2195d0e0246f214577
Oil Price,Avoiding a money-pit or any other kind of real estate nightmare is possible if you pay attention to a few important red flags.,,,The New York Times,1,Should You Really Buy That Home?,For Sale  Red Flags and All,2017-10-20T09:00:22+0000,RealEstate,,article,https://www.nytimes.com/2017/10/20/realestate/should-you-really-buy-that-home.html,News,,59e9bb3a95d0e0246f211222
Oil Price,Delaying a change to the corporate tax rate isn’t the only problem for Republicans  as stark differences between their two tax plans need to be bridged.,,,The New York Times,,DealBook Briefing: Senators Want Answers on AT&amp;T Negotiations,,2017-11-10T12:06:43+0000,Business,DealBook,article,https://www.nytimes.com/2017/11/10/business/dealbook/senate-corporate-tax-cut.html,News,,5a05965d95d0e0246f215161
Oil Price,The house’s master perfumer describes how tons of flowers grown in the south of France are concentrated into fragrance.,,,International New York Times,,Dior’s ‘Nose’ on Perfume and Process,Perfume  and process,2017-12-06T04:36:53+0000,Styles,,article,https://www.nytimes.com/2017/12/05/fashion/dior-perfume-jadore.html,News,,5a2773f095d0e0246f21a6e9
Oil Price,Lending to consumers or small companies is no longer a core business for large banks. Mainly they are trading assets that enrich the rich.,,,The New York Times,31,How Big Banks Became Our Masters,Making the Rich Richer,2017-09-27T07:21:21+0000,OpEd,,article,https://www.nytimes.com/2017/09/27/opinion/how-big-banks-became-our-masters.html,Op-Ed,,59cb518895d0e0246f20c926
Oil Price,Margarita’s  serving Dominican cuisine  is a permanent version of what once was a food truck.,,,The New York Times,8,A Bronx Takeout Spot Honors the Memory of a Mother,A Bronx Takeout Spot Honors the Memory of a Mother,2017-11-02T15:51:24+0000,Dining,,article,https://www.nytimes.com/2017/11/02/dining/margaritas-review-dominican-food-bronx-alcapurrias.html,Review,,59fb3f0795d0e0246f2139ad
Oil Price,The Jones Act has outlived its original World War I intent and is devastating the island’s economy.,,,The New York Times,27,The Jones Act: The Law Strangling Puerto Rico,The Law That Is Strangling Puerto Rico,2017-09-26T00:09:37+0000,OpEd,,article,https://www.nytimes.com/2017/09/25/opinion/hurricane-puerto-rico-jones-act.html,Op-Ed,,59c99ae295d0e0246f20c510
Oil Price,Arturo Rucci  who worked for the artist Sean Scully  has been charged with stealing paintings valued at about half a million dollars.,,,The New York Times,4,Painter’s Ex-Assistant Charged With Stealing His Works,Artist’s Ex-Assistant  Charged With Theft,2017-11-01T19:21:44+0000,Culture,Art & Design,article,https://www.nytimes.com/2017/11/01/arts/design/sean-scully-employee-charged-stealing-paintings.html,News,,59fa1ed595d0e0246f2136aa
Oil Price,Here’s what you need to know to start your day.,,,The New York Times,,North Korea  Yemen  Michael Flynn: Your Tuesday Briefing,,2017-12-04T19:01:07+0000,NYTNow,,article,https://www.nytimes.com/2017/12/04/briefing/north-korea-yemen-michael-flynn.html,briefing,,5a259b8495d0e0246f21a1cd
Oil Price,Its market capitalization is now worth more than the entire G.D.P. of Turkey  and last month  when adjusting for inflation  pushed past Microsoft’s high point set during the height of the dotcom boom.,,,The New York Times,,Apple Is the Most Valuable Public Company Ever. But How Much of a Record Is That?,,2017-12-21T16:47:33+0000,Your Money,,multimedia,https://www.nytimes.com/interactive/2017/12/05/your-money/apple-market-share.html,Interactive Feature,,5a3be5ab95d0e0246f21da22
Oil Price,Al Gore  Jerry Brown and Michael R. Bloomberg are in Bonn  Germany  telling other countries that the United States is still serious about climate change.,,,The New York Times,4,A Shadow Delegation Stalks the Official U.S. Team at Climate Talks,Dueling U.S. Messages at Global Climate Talks,2017-11-11T16:15:11+0000,Climate,,article,https://www.nytimes.com/2017/11/11/climate/un-climate-talks-bonn.html,News,,5a07221d95d0e0246f215438
Oil Price,The confluence of the latest North Korean detonation with a major appearance by President Xi Jinping of China was a message to Mr. Xi  analysts say.,,,The New York Times,8,North Korea Nuclear Test Puts Pressure on China and Undercuts Xi,A Provocative Nuclear Test Puts Pressure on China and Undercuts Xi,2017-09-03T19:51:48+0000,Foreign,Asia Pacific,article,https://www.nytimes.com/2017/09/03/world/asia/north-korea-nuclear-test-china-xi-jinping.html,News,,59ac5d5f95d0e0246f202f55
Oil Price,Officials from the Organization of the Petroleum Exporting Countries will review output cuts amid slipping compliance. Internet companies  banks and automakers will release earnings.,,,The New York Times,2,OPEC Will Discuss Production  and a Batch of Earnings Are Due,The Week Ahead; OPEC to Discuss Output; A Burst of Earnings Data,2017-07-24T01:00:04+0000,Business,,article,https://www.nytimes.com/2017/07/23/business/opec-will-discuss-production-and-a-batch-of-earnings-are-due.html,News,,5975469a95d0e0246f1fbf43
Oil Price,Even as job markets are tight in many major economies  low unemployment is failing to spur robust increases in wages  leaving workers angry.,,,The New York Times,1,Global Economy’s Stubborn Reality: Plenty of Work  Not Enough Pay,Plenty of Work; Not Enough Pay,2017-10-07T09:00:40+0000,SundayBusiness,,article,https://www.nytimes.com/2017/10/07/business/unemployment-wages-economy.html,News,,59d897c195d0e0246f20e8d2
Oil Price,As early as 1987  Professor Goldman painted a grim picture of the consequences of perestroika and glasnost.,,,The New York Times,22,Marshall I. Goldman  Expert on Russian Economy  Dies at 87,Marshall I. Goldman  87  Expert on Russia,2017-08-10T20:49:54+0000,Obits,Europe,article,https://www.nytimes.com/2017/08/10/world/europe/marshall-goldman-dead.html,Obituary (Obit),,598cc6f995d0e0246f1ff231
Oil Price,Washington and Beijing are preparing to tackle thorny trade issues that went unaddressed by a meeting that stressed cooperation and muted rhetoric.,,,The New York Times,8,Trump Promotes Deals in China  but Hints at Long Trade Fight Ahead,Despite Billions in Business Deals  Hints Suggest a Long Trade Fight Ahead,2017-11-09T13:55:59+0000,Business,,article,https://www.nytimes.com/2017/11/09/business/donald-trump-china-trade-xi-jinping.html,News,,5a045e7995d0e0246f214dff
Oil Price,At Jean-Georges Vongerichten’s new restaurant on the Lower East Side  the menu is supposed to be inspired by the whole city.,,,The New York Times,5,Lost in New York at Public Kitchen,What’s on the Menu? The Flavors of New York,2017-10-10T15:02:41+0000,Dining,,article,https://www.nytimes.com/2017/10/10/dining/public-kitchen-review-jean-georges-vongerichten-nyc.html,Review,,59dce11e95d0e0246f20f3af
Oil Price,After a respite that began before the Olympics  Brazil’s showcase city is reeling as ever more neighborhoods fall under the control of drug gangs.,,,The New York Times,6,In Rio de Janeiro  ‘Complete Vulnerability’ as Violence Surges,After Lull in Rio de Janeiro  a Merciless Return to Violence,2017-11-18T10:00:38+0000,Foreign,Americas,article,https://www.nytimes.com/2017/11/18/world/americas/rio-de-janeiro-brazil-violent-crime-security.html,News,,5a1004d395d0e0246f21768c
Oil Price,A memo from the Immigration and Customs Enforcement bureau says the firm’s commercial products may be sending sensitive information about U.S. infrastructure back to China  raising security concerns.,,,The New York Times,1,Drone Maker D.J.I. May Be Sending Data to China  U.S. Officials Say,Drone Maker From China Clashes With U.S. Over Data,2017-11-29T20:37:39+0000,Business,,article,https://www.nytimes.com/2017/11/29/technology/dji-china-data-drones.html,News,,5a1f1a9d95d0e0246f219407
Oil Price,“No extra charge for the cat pee!” said an organizer. But  yes  pricing was a challenge: How to put a monetary value on provenance this rich?,,,The New York Times,1,G’night Forever  Little Edie! Grey Gardens Is Empty at Last,Superfans Swarm Grey Gardens,2017-11-22T15:49:16+0000,Styles,,article,https://www.nytimes.com/2017/11/22/style/grey-gardens-estate-sale.html,News,,5a159c8395d0e0246f218179
Oil Price,Kenya’s protracted presidential election badly hit the economy  affecting people across the social spectrum.,,,The New York Times,4,As Kenyatta is Inaugurated  Kenyans Are Feeling Economic Pain,Kenya Finally Gets Leader  but the Damage Is Done,2017-11-28T18:20:42+0000,Foreign,Africa,article,https://www.nytimes.com/2017/11/28/world/africa/kenya-kenyatta-odinga-economy.html,News,,5a1da90495d0e0246f218faf
Oil Price,The gold trader  arrested in 2016  pleaded guilty in a case that has strained relations between the United States and Turkey.,,,The New York Times,9,Reza Zarrab  Turk at Center of Iran Sanctions Case  Is Helping Prosecution,Gold Trader Helps U.S. Prosecutors in a Case Criticized by Turkey,2017-11-28T14:25:12+0000,Foreign,Europe,article,https://www.nytimes.com/2017/11/28/world/europe/reza-zarrab-turkey-iran.html,News,,5a1d71cf95d0e0246f218f00
Oil Price,Cape Town  Johannesburg and Cape Winelands are among the destinations travel companies are offering. Itineraries include game drives and city tours.,,,The New York Times,2,Affordable Trips to South Africa,Affordable South Africa,2017-08-16T09:00:27+0000,Travel,,article,https://www.nytimes.com/2017/08/16/travel/affordable-trips-to-south-africa.html,News,,599409ba95d0e0246f1fff5a
Oil Price,When it comes to wintry Scandinavian lifestyle refinement  the words to know now are lykke  lagom and janteloven.,,,The New York Times,10,Hygge Gets Heave-Ho as Swedes  Norwegians Join the Fun,From Scandinavia  Lessons in Living,2017-12-14T20:11:54+0000,Styles,,article,https://www.nytimes.com/2017/12/14/style/lykke-is-the-new-hygge-scandinavian-lifestyle-books.html,News,,5a32db1395d0e0246f21c773
Oil Price,The governing party  the MPLA  won 150 of the 220 parliament seats and will select a successor to Angola’s president  who stepping down after 38 years.,,,The New York Times,6,Angola’s Governing Party Wins Most Parliament Seats in Vote,Vote Count Favors Party In Power In Angola,2017-08-25T22:13:02+0000,Foreign,Africa,article,https://www.nytimes.com/2017/08/25/world/africa/angola-election-dos-santos-president-lourenco.html,News,,59a0a0f695d0e0246f201977
Oil Price,We can’t eliminate storms and high winds. But we can modernize the electric grid  save on fossil fuels and reduce emissions of greenhouse gases.,,,The New York Times,,How to Keep the Lights On After a Hurricane,How to Keep the Lights On After a Hurricane,2017-10-23T08:55:21+0000,OpEd,,article,https://www.nytimes.com/2017/10/23/opinion/hurricane-puerto-rico-electricity.html,Op-Ed,,59edae8795d0e0246f2118ca
Oil Price,Pete Wells’s 10 favorites feature cuisines  and chefs  from Uruguay to South Korea.,,,The New York Times,,Top New York Restaurants of 2017,,2017-12-12T17:23:49+0000,Food,,multimedia,https://www.nytimes.com/interactive/2017/12/12/dining/best-restaurant-nyc-pete-wells.html,Interactive Feature,,5a3010aa95d0e0246f21bb18
Oil Price,The oil giant’s chief executive denied that the company’s forthcoming stock sale faced delays  but gave few details of what the offering would look like.,,,The New York Times,,Aramco Chief Says I.P.O. Is on Track for 2018: DealBook Briefing,Aramco Chief Says I.P.O. Is on Track for 2018: DealBook Briefing,2017-10-23T11:46:09+0000,Business,DealBook,article,https://www.nytimes.com/2017/10/23/business/dealbook/saudi-aramco-ipo.html,News,,59edd68c95d0e0246f211941
Oil Price,Stocks had turned higher following reports that President Trump’s chief strategist  Steve Bannon  left his White House post  but slumped in the final minutes of trading.,,,The New York Times,2,Markets Tumble After Midday Rally Fades,Markets Tumble After Midday Rally Fades,2017-08-18T12:08:45+0000,Business,DealBook,article,https://www.nytimes.com/2017/08/18/business/dealbook/stock-markets-today.html,News,,5996d8d295d0e0246f20062c
Oil Price,At Oberlin  Benjamin Sukle explores Rhode Island’s coast with nose-to-fin cooking of the freshest fish.,,,The New York Times,1,A Providence Chef Has Connections at the Docks,Connections Along the Waterfront,2017-10-03T16:42:08+0000,Dining,,article,https://www.nytimes.com/2017/10/03/dining/oberlin-restaurant-review-providence.html,Review,,59d3bdec95d0e0246f20dca0
Oil Price,Blue Apron co-founder Matt Salzberg is stepping down as chief executive and being replaced with Chief Financial Officer Brad Dickerson.,,,The New York Times,,DealBook Briefing: Blue Apron’s Co-Founder Steps Down as C.E.O.,,2017-11-30T12:22:54+0000,Business,DealBook,article,https://www.nytimes.com/2017/11/30/business/dealbook/bitcoin-price-crash.html,News,,5a1ff82595d0e0246f21965e
Oil Price,Created to keep invalid claims from hurting companies  consumers and the economy  a government panel faces an existential threat in a case before the Supreme Court.,,,The New York Times,1,Patent ‘Trolls’ Recede as Threat to Innovation. Will Justices Change That?,Patent ‘Trolls’  May Be Poised  For Comeback,2017-11-21T15:05:59+0000,Business,Economy,article,https://www.nytimes.com/2017/11/21/business/economy/patents-trolls-supreme-court.html,News,,5a1440e395d0e0246f217dce
Oil Price,We’ve pulled together some of the biggest issues in investing in a quarterly report that can help you navigate the murky waters of finance  with some laughs and lessons along the way.,,,The New York Times,,9 Ways to Help You Become a Smarter Investor,9 Ways to Help You Become a Smarter Investor,2017-10-19T18:00:16+0000,SundayBusiness,Mutual Funds,article,https://www.nytimes.com/2017/10/19/business/mutfund/9-ways-to-help-you-become-a-smarter-investor.html,News,,59e8e83995d0e0246f211029
Oil Price,American universities are using offshore strategies to swell their coffers  skirt taxes and obscure investments that could spark campus protests.,,,The New York Times,1,Endowments Boom as Colleges Bury Earnings Overseas,Endowments Rise as Schools  Bury Earnings,2017-11-08T18:00:48+0000,Investigative,,article,https://www.nytimes.com/2017/11/08/world/universities-offshore-investments.html,News,,5a03469495d0e0246f214af7
Oil Price,A showdown looms at the ride-hailing company after its co-founder Travis Kalanick responded to a proposal to limit his power by naming two new directors.,,,The New York Times,,Uber’s Latest Mess  Facebook  Tax Pessimism: DealBook Briefing,,2017-10-02T10:48:26+0000,Business,DealBook,article,https://www.nytimes.com/2017/10/02/business/uber-travis-kalanick-board.html,News,,59d2199395d0e0246f20d888
Oil Price,Paul Gauguin’s 1892 oil painting “Nafea Faa Ipoipo (When Will You Marry)?” sold for $210 million in 2014  $90 million less than originally reported.,,,The New York Times,3,Lawsuit Reveals Gauguin Painting Was Not World’s Most Expensive,The Most Expensive Art Wasn’t a Gauguin,2017-07-03T21:34:39+0000,Culture,Art & Design,article,https://www.nytimes.com/2017/07/03/arts/design/lawsuit-reveals-gauguin-painting-was-not-worlds-most-expensive.html,News,,595ab87695d0e02550998476
Oil Price,The lawsuit  filed in federal court in Washington  cited as evidence contracts between the companies and the Iraqi government  leaked diplomatic cables  and the testimony of informants.,,,The New York Times,13,Lawsuit Claims Three U.S. Companies Funded Terror in Iraq,Lawsuit Claims Three American-Based Companies Financed Terrorism in Iraq,2017-10-18T00:37:17+0000,Washington,,article,https://www.nytimes.com/2017/10/17/us/johnson-ge-pfizer-terror-iraq.html,News,,59e6a24f95d0e0246f2109d1
Oil Price,By midnight  two deaths were reported that appeared to be related to the storm. There were reports of power loss and heavy damage to buildings.,,,The New York Times,,Harvey  Now a Tropical Storm  Carves a Path of Destruction Through Texas,,2017-08-26T10:09:46+0000,National,,article,https://www.nytimes.com/2017/08/26/us/hurricane-harvey-texas.html,News,,59a148f495d0e0246f201a36
Oil Price,Here’s what you need to know to start your day.,,,The New York Times,,Iraq  Catalonia  #MeToo: Your Tuesday Briefing,,2017-10-17T04:03:07+0000,NYTNow,,article,https://www.nytimes.com/2017/10/17/briefing/malta-catalonia-austria.html,briefing,,59e5810495d0e0246f210672
Oil Price,A public option could put competitive pressure on private health insurers. Markets in India and Mexico show how that might work in the United States.,,,The New York Times,3,Why Public Health Insurance Could Help  Even if You Don’t Want It,Why Public Health Insurance Could Help,2017-09-29T15:24:27+0000,SundayBusiness,Economy,article,https://www.nytimes.com/2017/09/29/business/economy/public-health-insurance.html,News,,59ce65b495d0e0246f20d2c5
Oil Price,Moving with a partner — either for the first or the 10th time — has unique challenges. Here’s how to do it right  without risking your relationship.,,,The New York Times,,How to Move as a Couple Without Driving Each Other Crazy,How to Move as a Couple Without Driving Each Other Crazy,2017-09-27T22:06:18+0000,NewsDesk,,article,https://www.nytimes.com/2017/09/27/smarter-living/how-to-move-couples.html,News,,59cc20e595d0e0246f20cc47
Oil Price,North America is a global powerhouse. Canada  Mexico and the United States can do more.,,,The New York Times,21,Nafta Needs an Update  Not Repeal,Nafta Needs An Update  Not Repeal,2017-10-16T00:33:04+0000,OpEd,,article,https://www.nytimes.com/2017/10/15/opinion/nafta-united-states-mexico.html,Op-Ed,,59e3fe4995d0e0246f21030a
Oil Price,President Trump’s recklessness is felt around the world.,,,The New York Times,22,Exporting Chaos to Venezuela,Exporting Chaos to Venezuela,2017-08-17T07:21:14+0000,Editorial,,article,https://www.nytimes.com/2017/08/17/opinion/venezuela-trump-maduro-military-threat.html,Editorial,,599543f295d0e0246f200265
Oil Price,The chief executive  Lonnie Carter  announced his retirement less than a month after the utility  Santee Cooper  halted the project  plagued by cost overruns.,,,The New York Times,18,South Carolina Utility Chief Departs After Nuclear Project Fails,Executive  Quits Utility  After Plant Is Halted,2017-08-26T20:30:44+0000,National,,article,https://www.nytimes.com/2017/08/26/us/south-carolina-santee-cooper-ceo-nuclear.html,News,,59a1da7f95d0e0246f201af1
Oil Price,The family that owns a stretch of the Long Island City waterfront is looking to turn it into a mixed-use development with one of the city’s tallest building outside Manhattan.,,,The New York Times,20,A 700-Foot Tower Is Proposed for Queens,Under $3 Billion Plan  Record-Breaking Tower  Would Rise in Queens,2017-11-14T16:31:29+0000,Metro,,article,https://www.nytimes.com/2017/11/14/nyregion/tower-development-long-island-city-queens.html,News,,5a0b1a8395d0e0246f215ba3
Oil Price,In a region where few people agree on anything  neighbors and allies are pressing the Kurds to delay a vote they say could unleash violence.,,,The New York Times,8,Pressure Mounts on Iraqi Kurds to Cancel Independence Vote,Pressure Mounts on Iraqi Kurds to Cancel Vote for Independence,2017-09-21T18:19:14+0000,Foreign,Middle East,article,https://www.nytimes.com/2017/09/21/world/middleeast/iraqi-kurds-independence-vote.html,News,,59c402ac95d0e0246f20b63e
Oil Price,Shanghai is a city flush with cash and Ferraris  but beneath all the excess  there’s more artistic and culinary substance than ever.,,,The New York Times,,36 Hours in Shanghai,,2017-11-30T10:00:36+0000,Travel,,multimedia,https://www.nytimes.com/interactive/2017/11/30/travel/what-to-do-36-hours-in-shanghai-china.html,Interactive Feature,,5a1fd6cc95d0e0246f2195e8
Oil Price,The biggest automakers in the world are being forced to follow Beijing’s lead as China takes steps to dominate in electric vehicles and technology.,,,The New York Times,1,China Hastens the World Toward an Electric-Car Future,China Hastens  A Global Move To Electric Cars,2017-10-09T21:58:00+0000,Business,,article,https://www.nytimes.com/2017/10/09/business/china-hastens-the-world-toward-an-electric-car-future.html,News,,59dbf0f995d0e0246f20f16f
Oil Price,If China truly wants to be a climate leader  it needs to address its global climate footprint.,,,International New York Times,,China’s Other Big Export: Pollution,China imperils Latin America’s environment,2017-07-21T12:26:12+0000,OpEd,,article,https://www.nytimes.com/2017/07/21/opinion/china-climate-pollution-global-warming.html,Op-Ed,,5971f2ea95d0e0246f1fba4f
Oil Price,The removal of the crown prince is a stark upheaval in the leadership of the wealthy kingdom  a key ally of the United States and the Arab world’s largest economy.,,,The New York Times,8,Saudi King Rewrites Succession  Replacing Heir With Son  31,Rising Saudi Prince  31  Advances to One Step From the Throne,2017-06-21T05:17:19+0000,Foreign,Middle East,article,https://www.nytimes.com/2017/06/21/world/middleeast/saudi-arabia-crown-prince-mohammed-bin-salman.html,News,,594a016a95d0e02550996061
Oil Price,Money flowing into Portugal is coming from a former colony. And while Angola is often cited for corruption  Portugal has been singled out for its laxness in reining in money laundering.,,,The New York Times,1,Portugal Dominated Angola for Centuries. Now the Roles Are Reversed.,As Colonizer Flounders  Angola Flaunts Riches,2017-08-22T04:02:35+0000,Foreign,Europe,article,https://www.nytimes.com/2017/08/22/world/europe/angola-portugal-money-laundering.html,News,,599bace295d0e0246f200d81
Oil Price,Risky bonds issued by poorer countries are all the rage among investors. Some bankers worry the frenzy will end badly.,,,The New York Times,1,Why Investors Can’t Get Enough of Tajikistan’s Debt,Tajikistan’s Debt  Is All the Rage. Beware.,2017-10-17T09:05:52+0000,Business,,article,https://www.nytimes.com/2017/10/17/business/emerging-markets-bonds.html,News,,59e5c80295d0e0246f21070f
Oil Price,A referendum on Kurdish independence is favored by Kurds and opposed by every major power in the region.,,,The New York Times,4,For Iraq’s Long-Suffering Kurds  Independence Beckons,‘We As a Nation Have Every Right to Self-Determination’,2017-09-09T09:00:03+0000,Foreign,Middle East,article,https://www.nytimes.com/2017/09/09/world/middleeast/iraq-kurdistan-kurds-kurdish-referendum-independence.html,News,,59b3ada795d0e0246f20404b
Oil Price,Where do you go when stocks and bonds are too rich? Commodities  at least price-wise  might offer an answer despite their volatility.,,,The New York Times,12,A Possible Alternative to Stocks and Bonds: Commodities?,A Possible Alternative to Stocks and Bonds: Commodities,2017-07-14T14:37:25+0000,SundayBusiness,Mutual Funds,article,https://www.nytimes.com/2017/07/14/business/mutfund/a-possible-alternative-to-stocks-and-bonds-commodities.html,News,,5968d73295d0e0246f1fa7cb
Oil Price,A special election in Washington State could give Democrats a free hand to enact liberal policies  including on climate  across the entire West Coast.,,,The New York Times,1,Poised for West Coast Dominance  Democrats Eye Grand Agenda,Poised to Control West Coast   Democrats Envision ‘Blue Wall’,2017-11-04T13:36:16+0000,National,,article,https://www.nytimes.com/2017/11/04/us/washington-state-west-politics-democrats.html,News,,59fdc26d95d0e0246f213f5f
Oil Price,Here’s what you need to know to start your day.,,,The New York Times,,Texas  North Korea  Shinzo Abe: Your Tuesday Briefing,,2017-11-06T19:02:24+0000,NYTNow,,article,https://www.nytimes.com/2017/11/06/briefing/texas-north-korea-shinzo-abe.html,briefing,,5a00b24595d0e0246f214432
Oil Price,Understated furniture from Fendi  dramatic ceramics  pine on your plate and more.,,,The New York Times,,A Shortlist of What We Like Right Now,A Shortlist of What We Like Right Now,2017-11-17T21:14:17+0000,TStyle,,article,https://www.nytimes.com/2017/11/17/t-magazine/fendi-furniture-phuong-dang-perfume-editors-picks.html,News,,5a0f513795d0e0246f217593
Oil Price,Wall Street took broad losses  led by weak quarterly reports from Cisco Systems and Walmart Stores.,,,The New York Times,3,Shares Tumble on Shaky Earnings From Tech and Retail Companies,Shares Fall After Weak Earnings for Tech and Retail Companies,2017-08-17T21:04:20+0000,Business,,article,https://www.nytimes.com/2017/08/17/business/stocks-tumble-as-tech-shares-slip-and-concerns-grow-over-trump-agenda.html,News,,599604d995d0e0246f20049e
Oil Price,Museumgoers will be able to choose their admission price on Wednesdays from 2 to 6 p.m.,,,The New York Times,2,Frick Collection Expands Pay-What-You-Wish Hours,Frick Expands Program To Pay What You Wish,2017-06-01T18:40:58+0000,Weekend,Art & Design,article,https://www.nytimes.com/2017/06/01/arts/design/frick-collection-expands-pay-what-you-wish-hours.html,News,,59305fc195d0e024b58741d2
Oil Price,Jason Heaton  who has dive-tested the world’s most illustrious timepieces  tells you what you really need in a dive watch.,,,The New York Times,7,Does Anyone Actually Go Diving With a Dive Watch?,Is a Dive Watch Prime Scuba Gear?,2017-10-04T16:06:16+0000,Styles,Men’s Style,article,https://www.nytimes.com/2017/10/04/fashion/mens-style/does-anyone-actually-go-diving-with-a-dive-watch.html,News,,59d5070495d0e0246f20dffe
Oil Price,The government said the move was the only way to reduce the existing debt of the Puerto Rico Electric Power Authority “to a sustainable level.”,,,The New York Times,2,Puerto Rico’s Power Authority Effectively Files for Bankruptcy,Puerto Rico’s Power Agency Defaults Over Debt,2017-07-03T01:16:13+0000,Business,,article,https://www.nytimes.com/2017/07/02/business/puerto-ricos-electric-power-authority-effectively-files-for-bankruptcy.html,News,,59599ae195d0e02550998220
Oil Price,The kingdom’s crown prince seems to think that modernization requires an absolute monarch.,,,The New York Times,,‘Game of Thrones’ Comes to Saudi Arabia,‘Game of Thrones’ Comes to Saudi Arabia,2017-11-06T10:51:13+0000,OpEd,,article,https://www.nytimes.com/2017/11/06/opinion/crown-prince-saudi-arabia.html,Op-Ed,,5a003ea895d0e0246f2142f1
Oil Price,The kingdom has arrested 16 people — including clerics  scholars and a prince — and it is not clear if they have been charged.,,,The New York Times,4,Saudi Arabia Detains Critics as New Crown Prince Consolidates Power,Saudi Arabia Detains Critics of Crown Prince,2017-09-14T15:22:44+0000,Foreign,Middle East,article,https://www.nytimes.com/2017/09/14/world/middleeast/saudi-arabia-clerics.html,News,,59ba9ed795d0e0246f207a6b
Oil Price,By selling the last Leonardo painting known to be in private hands alongside works by Mark Rothko and Jean-Michel Basquiat  the auction house is following the money.,,,The New York Times,,Why Christie’s Put a Rare Leonardo da Vinci in a Contemporary Auction,Why Christie’s Put a Rare Leonardo da Vinci in a Contemporary Auction,2017-11-03T15:43:45+0000,Culture,,article,https://www.nytimes.com/2017/11/03/arts/christies-leonardo-da-vinci-auction.html,News,,59fc8ec795d0e0246f213d36
Oil Price,A dozen tools reviewed by Wirecutter to improve your Thanksgiving feast.,,,The New York Times,,Thanksgiving Equipment Essentials,,2017-11-03T14:48:23+0000,Food,,multimedia,https://www.nytimes.com/interactive/2017/11/03/dining/kitchen-tools-equipment-thanksgiving.html,Interactive Feature,,59fc81bd95d0e0246f213d09
Oil Price,Despite the Trump administration’s support for coal and other carbon fuels  there is a reasonable case for investing in renewable energy.,,,The New York Times,18,Investing in Solar and Wind in a Coal and Oil Moment,Solar and Wind Investing  in a Coal and Oil Moment,2017-04-15T22:00:24+0000,SundayBusiness,Mutual Funds,article,https://www.nytimes.com/2017/04/15/business/mutfund/trump-coal-renewable-investing.html,News,,58f2980095d0e024b586b9ca
Oil Price,Investor jitters led to the United States stock market’s worst day in almost three weeks  but Asian markets were mostly unruffled.,,,The New York Times,2,Escalating Tensions With North Korea Rattle Wall Street,Wall Street Is Rattled By North Korea Tensions,2017-09-05T22:12:26+0000,Business,,article,https://www.nytimes.com/2017/09/05/business/markets-stocks-north-korea-debt-ceiling.html,News,,59af215495d0e0246f2034c7
